2018-01-01,12,1,35494590685,14,35,156,3,5.06,2.10
2018-01-01,12,1,35494590685,14,36,101,4,6.93,2.00
2018-01-01,12,1,35494590685,15,35,107,,0.00,2.30
2018-01-01,12,1,35494590685,15,36,20,,0.00,2.20
